sex,fnlwgt,race,education_num,marital_status,occupation,relationship,race,capital_gain,capital_loss,hours_per_week,native_country,education,workclass,,income,age
Male,138768,White,9,Never-married,Handlers-cleaners,Own-child,White,0,0,40,United-States,HS-grad,Private,,<=50K,20
Female,302146,Black,7,Never-married,Other-service,Not-in-family,Black,0,0,40,United-States,11th,Private,,<=50K,51
Male,253866,White,13,Married-civ-spouse,Sales,Husband,White,0,0,30,United-States,Bachelors,Private,,<=50K,68
Male,214858,White,9,Never-married,Machine-op-inspct,Own-child,White,0,0,48,United-States,HS-grad,Federal-gov,,<=50K,28
Female,243476,White,9,Divorced,Tech-support,Not-in-family,White,0,0,40,United-States,HS-grad,Private,,<=50K,43
Male,169104,White,10,Married-spouse-absent,Craft-repair,Not-in-family,White,0,0,40,United-States,Some-college,Private,,<=50K,35
Female,103218,Black,9,Divorced,Adm-clerical,Unmarried,Black,0,0,40,United-States,HS-grad,Private,,<=50K,44
Male,57233,White,13,Never-married,Handlers-cleaners,Not-in-family,White,0,0,40,United-States,Bachelors,Private,,<=50K,41
Male,228320,White,9,Married-civ-spouse,Tech-support,Husband,White,0,0,45,United-States,HS-grad,Private,,>50K,44
Female,217421,White,9,Married-civ-spouse,Adm-clerical,Other-relative,White,0,0,40,United-States,HS-grad,Private,,<=50K,20
Male,185041,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,75,United-States,HS-grad,Private,,>50K,46
Male,37302,White,12,Married-civ-spouse,Transport-moving,Husband,White,7688,0,70,United-States,Assoc-acdm,Self-emp-not-inc,,>50K,27
#NAME?,261059,White,10,Never-married,Other-service,Not-in-family,White,0,0,50,United-States,Some-college,Private,,<=50K,32
Male,59767,White,10,Divorced,Sales,Not-in-family,White,0,0,50,United-States,Some-college,Private,,<=50K,46
Male,333541,White,9,Never-married,Other-service,Not-in-family,White,0,0,24,United-States,HS-grad,Private,,<=50K,26
Female,133352,Asian-Pac-Islander,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,0,0,40,Vietnam,Some-college,Private,,<=50K,20
Female,99270,White,9,Married-civ-spouse,Farming-fishing,Wife,White,0,0,40,United-States,HS-grad,Private,,<=50K,36
Male,204629,White,13,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,Bachelors,Private,,>50K,49
Male,34104,White,9,Married-civ-spouse,Exec-managerial,Husband,White,3103,0,55,United-States,HS-grad,Private,,>50K,32
Male,312667,White,13,Married-civ-spouse,Prof-specialty,Husband,White,15024,0,50,United-States,Bachelors,Private,,>50K,32
Male,329603,White,13,Married-civ-spouse,Craft-repair,Husband,White,0,1902,40,United-States,Bachelors,Private,,>50K,49
Male,281021,White,9,Never-married,Transport-moving,Not-in-family,White,0,0,45,United-States,HS-grad,Private,,<=50K,36
Male,275385,White,10,Never-married,Other-service,Other-relative,White,0,0,25,United-States,Some-college,Private,,<=50K,22
Female,129177,White,9,Divorced,Adm-clerical,Not-in-family,White,0,0,40,United-States,HS-grad,Federal-gov,,<=50K,52
Male,385591,White,9,Married-civ-spouse,Exec-managerial,Husband,White,0,0,50,United-States,HS-grad,Private,,>50K,42
Male,201179,White,10,Never-married,?,Own-child,White,0,0,40,United-States,Some-college,?,,<=50K,22
Female,38360,White,9,Widowed,Other-service,Unmarried,White,0,0,16,United-States,HS-grad,Private,,<=50K,72
Female,73796,White,13,Separated,Prof-specialty,Not-in-family,White,0,0,40,United-States,Bachelors,Local-gov,,<=50K,30
Male,67671,White,10,Married-civ-spouse,Handlers-cleaners,Husband,White,0,0,40,United-States,Some-college,Private,,<=50K,44
Female,257621,White,13,Never-married,Sales,Not-in-family,White,0,0,45,United-States,Bachelors,Private,,<=50K,23
Male,180052,White,10,Never-married,Sales,Own-child,White,0,0,20,United-States,Some-college,Private,,<=50K,22
Male,656036,White,13,Separated,Adm-clerical,Unmarried,White,0,0,60,United-States,Bachelors,Private,,<=50K,59
Female,215943,White,9,Divorced,Prof-specialty,Unmarried,White,0,0,40,United-States,HS-grad,Private,,<=50K,46
Male,488720,White,11,Married-civ-spouse,Handlers-cleaners,Husband,White,0,0,40,Mexico,Assoc-voc,Private,,<=50K,30
Female,199298,White,4,Widowed,Other-service,Unmarried,White,0,0,30,Puerto-Rico,7th-8th,Federal-gov,,<=50K,64
Female,305692,Black,10,Married-civ-spouse,Sales,Wife,Black,0,0,40,United-States,Some-college,Private,,<=50K,31
Male,114994,White,9,Married-civ-spouse,Other-service,Husband,White,0,0,20,United-States,HS-grad,Private,,<=50K,64
Female,88265,#NAME?,9,Never-married,Machine-op-inspct,Own-child,#NAME?,0,0,40,United-States,HS-grad,Private,,<=50K,45
Male,#NAME?,White,9,Married-civ-spouse,Machine-op-inspct,Husband,White,0,1887,40,United-States,HS-grad,Private,,>50K,59
Female,175413,Black,9,Never-married,Adm-clerical,Other-relative,Black,0,0,40,Jamaica,HS-grad,Private,,<=50K,32
Male,161226,Amer-Indian-Eskimo,13,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,0,0,40,United-States,Bachelors,Private,,<=50K,43
Female,160995,White,6,Divorced,?,Not-in-family,White,1086,0,20,United-States,10th,?,,<=50K,66
Male,208598,White,10,Never-married,Sales,Not-in-family,White,0,0,45,United-States,Some-college,Private,,<=50K,23
Male,200471,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,40,United-States,HS-grad,Self-emp-not-inc,,<=50K,49
Male,256609,White,8,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,40,Mexico,12th,Private,,<=50K,32
Female,176684,#NAME?,11,Never-married,Exec-managerial,Unmarried,#NAME?,0,0,40,United-States,Assoc-voc,Private,,<=50K,49
Male,206512,White,10,Divorced,Prof-specialty,Not-in-family,White,0,0,40,United-States,Some-college,Private,,<=50K,33
Female,212640,White,15,Never-married,Prof-specialty,Not-in-family,White,0,0,85,United-States,Prof-school,Private,,<=50K,28
Male,148724,Black,9,Married-civ-spouse,Sales,Husband,Black,0,0,40,United-States,HS-grad,Private,,<=50K,47
Male,266510,#NAME?,9,Never-married,Other-service,Own-child,#NAME?,0,0,40,United-States,HS-grad,Private,,<=50K,41
Male,240252,White,#NAME?,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,?,Local-gov,,>50K,34
Female,358975,White,9,Never-married,Other-service,Not-in-family,White,0,0,35,United-States,HS-grad,Private,,<=50K,25
Female,124242,White,10,Never-married,?,Own-child,White,0,0,40,United-States,Some-college,?,,<=50K,20
Female,434710,White,10,Never-married,Sales,Not-in-family,White,0,0,15,United-States,Some-college,Private,,<=50K,21
Male,204338,White,9,Never-married,Farming-fishing,Unmarried,White,0,0,30,?,HS-grad,Private,,<=50K,25
Male,241844,White,5,Married-civ-spouse,Other-service,Husband,White,0,0,40,United-States,9th,Private,,<=50K,46
Male,191342,Asian-Pac-Islander,2,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,0,0,40,Cambodia,1st-4th,Private,,<=50K,37
Male,221947,White,10,Married-civ-spouse,Craft-repair,Husband,White,0,0,56,United-States,Some-college,Private,,>50K,41
Male,111483,White,9,Never-married,Adm-clerical,Own-child,White,0,1504,50,United-States,HS-grad,Private,,<=50K,44
Male,65278,White,9,Married-civ-spouse,Tech-support,Husband,White,0,0,40,United-States,HS-grad,Private,,>50K,30
Male,133403,White,10,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,40,United-States,Some-college,Private,,<=50K,54
Male,166416,White,9,Married-civ-spouse,Farming-fishing,Husband,White,0,0,99,United-States,HS-grad,Self-emp-not-inc,,<=50K,35
Female,142158,White,9,Widowed,?,Not-in-family,White,0,0,12,United-States,HS-grad,?,,<=50K,58
Female,#NAME?,White,10,Never-married,Tech-support,Own-child,White,0,0,25,Ecuador,Some-college,Private,,<=50K,21
Male,189878,White,14,Married-civ-spouse,Sales,Husband,White,0,0,40,United-States,Masters,Self-emp-not-inc,,>50K,35
Male,278403,White,15,Married-civ-spouse,Prof-specialty,Husband,White,0,0,80,United-States,Prof-school,Private,,>50K,35
Male,184710,White,10,Never-married,Craft-repair,Own-child,White,0,0,20,United-States,Some-college,Private,,<=50K,19
Female,177775,White,9,Divorced,Exec-managerial,Not-in-family,White,0,0,40,United-States,HS-grad,Private,,<=50K,48
Male,275943,White,10,Married-civ-spouse,?,Husband,White,0,0,40,Nicaragua,Some-college,?,,<=50K,56
Female,225473,White,10,Widowed,Craft-repair,Not-in-family,White,0,0,35,United-States,Some-college,Self-emp-not-inc,,<=50K,65
Male,289403,#NAME?,13,Separated,Adm-clerical,Unmarried,#NAME?,0,0,35,United-States,Bachelors,Private,,<=50K,40
Female,269060,White,9,Never-married,Adm-clerical,Not-in-family,White,0,0,40,United-States,HS-grad,Private,,<=50K,26
Male,449354,White,10,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,Some-college,Private,,<=50K,45
Male,214413,White,10,Never-married,Craft-repair,Own-child,White,0,0,40,United-States,Some-college,Private,,<=50K,26
Male,80058,White,9,Married-civ-spouse,Adm-clerical,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,32
Male,202027,White,13,Divorced,Exec-managerial,Not-in-family,White,27828,0,50,United-States,Bachelors,Private,,>50K,35
Male,123440,White,10,Never-married,Craft-repair,Not-in-family,White,0,0,48,United-States,Some-college,Self-emp-not-inc,,<=50K,22
Female,191524,White,11,Separated,Prof-specialty,Own-child,White,0,0,38,United-States,Assoc-voc,Private,,<=50K,37
Male,308144,White,13,Never-married,Craft-repair,Not-in-family,White,0,0,40,Mexico,Bachelors,Private,,<=50K,25
Male,164204,#NAME?,2,Married-civ-spouse,Transport-moving,Husband,#NAME?,0,0,53,?,1st-4th,Private,,<=50K,64
Male,205100,White,11,Married-civ-spouse,Exec-managerial,Husband,White,0,0,48,United-States,Assoc-voc,Private,,>50K,46
Male,#NAME?,White,9,Never-married,Handlers-cleaners,Own-child,White,0,0,27,United-States,HS-grad,Private,,<=50K,30
Male,149756,White,12,Divorced,Exec-managerial,Not-in-family,White,0,0,40,United-States,Assoc-acdm,Private,,>50K,63
Male,240358,White,9,Married-civ-spouse,Protective-serv,Husband,White,0,0,40,United-States,HS-grad,Local-gov,,>50K,51
Male,241174,#NAME?,4,Married-civ-spouse,Exec-managerial,Husband,#NAME?,0,0,16,United-States,7th-8th,Self-emp-not-inc,,<=50K,68
Male,356838,White,16,Married-civ-spouse,Prof-specialty,Husband,White,0,0,50,Canada,Doctorate,Private,,<=50K,36
Male,115705,White,10,Never-married,Exec-managerial,Not-in-family,White,0,0,50,United-States,Some-college,Self-emp-inc,,<=50K,28
Male,137142,White,10,Married-civ-spouse,Sales,Husband,White,0,0,40,United-States,Some-college,Local-gov,,<=50K,41
Male,296066,White,10,Married-civ-spouse,Prof-specialty,Husband,White,0,0,40,United-States,Some-college,Private,,<=50K,47
Female,401335,Black,10,Never-married,Other-service,Unmarried,Black,0,0,30,United-States,Some-college,Private,,<=50K,22
Male,182771,Asian-Pac-Islander,13,Never-married,?,Own-child,Asian-Pac-Islander,0,0,80,Philippines,Bachelors,?,,<=50K,33
Male,186824,White,15,Married-civ-spouse,Prof-specialty,Husband,White,15024,0,40,United-States,Prof-school,Self-emp-inc,,>50K,34
Male,162187,White,13,Married-civ-spouse,Prof-specialty,Husband,White,0,0,40,United-States,Bachelors,Federal-gov,,>50K,46
Female,98010,White,10,Married-spouse-absent,Adm-clerical,Own-child,White,0,0,40,United-States,Some-college,Private,,<=50K,28
Male,172538,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,52,United-States,HS-grad,Private,,>50K,36
Female,80163,White,10,Never-married,Sales,Own-child,White,0,0,20,United-States,Some-college,Private,,<=50K,18
Male,43959,White,14,Married-civ-spouse,Prof-specialty,Husband,White,7688,0,50,United-States,Masters,Local-gov,,>50K,33
Male,162632,White,9,Married-civ-spouse,Transport-moving,Husband,White,7298,0,60,United-States,HS-grad,Private,,>50K,51
Male,115422,White,9,Married-civ-spouse,Exec-managerial,Husband,White,0,0,35,United-States,HS-grad,Self-emp-not-inc,,<=50K,56
Female,100933,White,9,Never-married,Adm-clerical,Unmarried,White,0,0,40,United-States,HS-grad,Private,,<=50K,54
Female,270379,Black,9,Never-married,Exec-managerial,Unmarried,Black,0,0,40,United-States,HS-grad,Private,,<=50K,29
Female,20109,Amer-Indian-Eskimo,10,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,0,0,84,United-States,Some-college,Private,,<=50K,40
Male,#NAME?,White,14,Married-civ-spouse,Exec-managerial,Husband,White,15024,0,65,United-States,Masters,Private,,>50K,53
Male,100345,White,9,Never-married,Handlers-cleaners,Own-child,White,0,0,35,United-States,HS-grad,Private,,<=50K,22
Male,184901,White,9,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,40,United-States,HS-grad,Private,,>50K,33
Male,87239,White,9,Divorced,Transport-moving,Not-in-family,White,0,0,50,United-States,HS-grad,Private,,<=50K,28
Female,127363,#NAME?,10,Married-civ-spouse,Prof-specialty,Wife,#NAME?,0,0,12,United-States,Some-college,Private,,<=50K,63
Male,199720,White,16,Married-civ-spouse,Prof-specialty,Husband,White,15024,0,60,Germany,Doctorate,Federal-gov,,>50K,53
Male,143058,White,6,Married-civ-spouse,Craft-repair,Husband,White,0,0,50,United-States,10th,Private,,<=50K,37
Male,36489,White,10,Divorced,Exec-managerial,Unmarried,White,0,0,40,United-States,Some-college,Federal-gov,,<=50K,50
Male,141698,#NAME?,9,Never-married,Craft-repair,Own-child,#NAME?,0,0,40,United-States,HS-grad,Private,,<=50K,22
Female,26358,White,12,Never-married,Adm-clerical,Not-in-family,White,0,0,40,United-States,Assoc-acdm,Federal-gov,,<=50K,40
Female,195532,White,13,Never-married,Prof-specialty,Not-in-family,White,8614,0,40,United-States,Bachelors,Private,,>50K,22
Male,30039,White,10,Never-married,Prof-specialty,Own-child,White,0,0,40,United-States,Some-college,Private,,<=50K,21
Male,125159,Black,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,0,0,40,Jamaica,Assoc-acdm,Private,,<=50K,25
Female,246250,White,10,Never-married,Craft-repair,Not-in-family,White,0,0,40,United-States,Some-college,Private,,<=50K,20
Male,77370,White,9,Married-civ-spouse,Transport-moving,Husband,White,0,0,40,United-States,HS-grad,Federal-gov,,<=50K,43
Female,355569,White,11,Never-married,Exec-managerial,Unmarried,White,0,0,50,United-States,Assoc-voc,Private,,<=50K,29
Male,180603,White,13,Married-civ-spouse,Sales,Husband,White,0,0,40,United-States,Bachelors,Private,,>50K,32
Male,201785,White,14,Married-civ-spouse,Sales,Husband,White,0,0,50,United-States,Masters,Private,,>50K,42
Male,256211,Asian-Pac-Islander,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,0,0,40,South,HS-grad,Private,,<=50K,33
Female,146764,White,10,Married-civ-spouse,Exec-managerial,Wife,White,0,0,40,United-States,Some-college,Private,,>50K,27
Female,211968,White,10,Never-married,?,Own-child,White,0,0,40,Iran,Some-college,?,,<=50K,22
Male,200515,White,10,Married-civ-spouse,Machine-op-inspct,Husband,White,0,0,38,United-States,Some-college,Private,,<=50K,29
Male,52636,White,9,Married-civ-spouse,Transport-moving,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,29
Female,27049,White,10,Never-married,Exec-managerial,Own-child,White,0,0,20,United-States,Some-college,Private,,<=50K,20
Male,111128,White,6,Never-married,Adm-clerical,Own-child,White,0,0,40,United-States,10th,Private,,<=50K,35
Male,348038,White,13,Married-civ-spouse,Prof-specialty,Husband,White,0,1902,50,Puerto-Rico,Bachelors,Self-emp-not-inc,,>50K,31
Male,93930,White,9,Never-married,Craft-repair,Not-in-family,White,0,0,50,United-States,HS-grad,Private,,<=50K,33
Male,397831,White,10,Married-civ-spouse,Exec-managerial,Husband,White,0,1539,40,United-States,Some-college,Private,,<=50K,67
Male,33794,#NAME?,10,Married-civ-spouse,Prof-specialty,Husband,#NAME?,0,0,10,United-States,Some-college,Private,,<=50K,46
Female,178215,White,5,Married-civ-spouse,Machine-op-inspct,Wife,White,0,0,40,United-States,9th,Private,,>50K,45
Male,191910,White,7,Never-married,Sales,Own-child,White,0,0,20,United-States,11th,Local-gov,,<=50K,17
Male,340110,White,13,Married-civ-spouse,Exec-managerial,Husband,White,0,1848,70,United-States,Bachelors,Private,,>50K,35
Male,133694,Black,13,Married-spouse-absent,Exec-managerial,Not-in-family,Black,0,0,40,Jamaica,Bachelors,Self-emp-not-inc,,>50K,48
Female,148398,Black,9,Divorced,Machine-op-inspct,Not-in-family,Black,0,0,40,United-States,HS-grad,Private,,<=50K,49
Female,133515,White,10,Never-married,Sales,Other-relative,White,0,0,40,United-States,Some-college,Private,,<=50K,20
Male,181667,White,9,Married-civ-spouse,Machine-op-inspct,Husband,White,5013,0,46,Canada,HS-grad,Private,,<=50K,27
Male,159715,White,10,Married-civ-spouse,Craft-repair,Husband,White,0,0,20,United-States,Some-college,Private,,<=50K,64
Male,174040,Black,10,Separated,Craft-repair,Not-in-family,Black,0,0,40,United-States,Some-college,Federal-gov,,<=50K,53
Female,117700,White,9,Divorced,Adm-clerical,Not-in-family,White,0,0,40,United-States,HS-grad,Private,,<=50K,52
Male,37215,White,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,55,United-States,HS-grad,Private,,<=50K,29
Male,46807,#NAME?,9,Married-civ-spouse,Craft-repair,Husband,#NAME?,99999,0,40,United-States,HS-grad,Self-emp-inc,,>50K,32
Female,317360,White,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,20,United-States,Bachelors,Self-emp-not-inc,,>50K,48
Male,425627,White,10,Never-married,Craft-repair,Other-relative,White,0,0,40,Mexico,Some-college,Private,,<=50K,30
Male,82623,White,9,Married-civ-spouse,Other-service,Husband,White,0,0,20,United-States,HS-grad,Private,,<=50K,34
Male,63574,White,10,Never-married,?,Own-child,White,0,0,50,United-States,Some-college,?,,<=50K,19
Male,140854,White,9,Never-married,Prof-specialty,Not-in-family,White,0,0,50,United-States,HS-grad,Private,,<=50K,39
Male,185061,White,7,Never-married,Handlers-cleaners,Other-relative,White,0,0,40,United-States,11th,Private,,<=50K,28
Female,160118,White,8,Never-married,Sales,Not-in-family,White,0,0,10,?,12th,Private,,<=50K,17
Female,282680,#NAME?,13,Never-married,Prof-specialty,Not-in-family,#NAME?,0,0,50,United-States,Bachelors,Private,,<=50K,54
Male,137591,White,10,Never-married,Sales,Own-child,White,0,1762,40,United-States,Some-college,Private,,<=50K,24
Female,198163,White,9,Never-married,Exec-managerial,Own-child,White,0,0,40,United-States,HS-grad,Private,,<=50K,25
Female,132749,White,7,Divorced,Other-service,Unmarried,White,0,0,12,United-States,11th,Private,,<=50K,25
Female,31264,White,10,Married-civ-spouse,Exec-managerial,Wife,White,5178,0,40,United-States,Some-college,Local-gov,,>50K,48
Female,399449,White,13,Never-married,Sales,Own-child,White,0,0,40,United-States,Bachelors,Private,,<=50K,24
Male,27494,Asian-Pac-Islander,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,0,0,50,Taiwan,Some-college,Private,,<=50K,31
Male,368561,White,10,Married-civ-spouse,Craft-repair,Husband,White,0,0,40,United-States,Some-college,Private,,>50K,47
Male,102096,White,13,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,?,Bachelors,Private,,>50K,45
Female,406078,White,10,Never-married,Adm-clerical,Own-child,White,0,0,25,United-States,Some-college,Private,,<=50K,19
Male,100506,White,10,Married-civ-spouse,Sales,Husband,White,15024,0,50,United-States,Some-college,Self-emp-inc,,>50K,52
Male,29658,White,9,Married-civ-spouse,Adm-clerical,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,52
Female,20469,Asian-Pac-Islander,9,Never-married,?,Other-relative,Asian-Pac-Islander,0,0,12,South,HS-grad,?,,<=50K,19
Male,181953,White,9,Married-civ-spouse,Transport-moving,Husband,White,0,0,28,United-States,HS-grad,Private,,<=50K,60
Male,304175,White,14,Married-civ-spouse,Prof-specialty,Husband,White,0,0,50,United-States,Masters,Private,,>50K,43
Female,170070,White,12,Divorced,Other-service,Own-child,White,0,0,30,United-States,Assoc-acdm,Private,,<=50K,24
Female,193416,White,10,Never-married,?,Own-child,White,0,0,40,United-States,Some-college,?,,<=50K,20
Female,194908,White,9,Never-married,Adm-clerical,Not-in-family,White,0,0,40,United-States,HS-grad,Private,,<=50K,51
Male,357962,White,5,Divorced,Craft-repair,Not-in-family,White,0,0,40,United-States,9th,Self-emp-not-inc,,<=50K,#NAME?
Female,214716,White,10,Never-married,Adm-clerical,Own-child,White,0,0,10,United-States,Some-college,Private,,<=50K,21
Male,207578,White,9,Married-civ-spouse,Adm-clerical,Husband,White,0,0,50,United-States,HS-grad,Self-emp-inc,,>50K,40
Female,146409,White,10,Widowed,Exec-managerial,Unmarried,White,0,0,40,United-States,Some-college,Private,,<=50K,54
Male,341643,White,13,Never-married,Other-service,Other-relative,White,0,0,50,United-States,Bachelors,Private,,<=50K,35
Male,131631,Black,7,Separated,Machine-op-inspct,Unmarried,Black,0,0,40,United-States,11th,Private,,<=50K,52
Male,88842,White,9,Married-civ-spouse,Exec-managerial,Husband,White,99999,0,40,United-States,HS-grad,Private,,>50K,53
Female,128900,Black,10,Widowed,?,Not-in-family,Black,0,0,40,United-States,Some-college,?,,<=50K,56
Male,417136,Black,9,Divorced,Craft-repair,Unmarried,Black,0,0,40,United-States,HS-grad,Private,,<=50K,35
Female,336763,White,10,Divorced,Sales,Unmarried,White,0,880,42,United-States,Some-college,Self-emp-not-inc,,<=50K,43
Male,209301,White,13,Married-civ-spouse,Craft-repair,Husband,White,0,0,40,Canada,Bachelors,Private,,<=50K,29
Male,120986,Amer-Indian-Eskimo,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,0,0,65,United-States,HS-grad,Private,,<=50K,29
Female,51025,White,9,Never-married,Other-service,Not-in-family,White,0,0,40,United-States,HS-grad,Private,,<=50K,27
Male,218281,White,13,Married-civ-spouse,Adm-clerical,Husband,White,0,0,40,Mexico,Bachelors,Private,,<=50K,58
Male,114994,White,9,Married-civ-spouse,Handlers-cleaners,Husband,White,0,0,18,United-States,HS-grad,Private,,<=50K,64
Female,335481,Black,9,Married-civ-spouse,Adm-clerical,Wife,Black,0,0,32,United-States,HS-grad,Private,,<=50K,53
Female,174503,White,9,Never-married,Adm-clerical,Not-in-family,White,0,0,30,United-States,HS-grad,Private,,<=50K,21
Male,230478,White,12,Divorced,Exec-managerial,Not-in-family,White,0,0,30,United-States,Assoc-acdm,Self-emp-not-inc,,<=50K,40
Male,149650,White,16,Married-civ-spouse,Prof-specialty,Husband,White,0,0,40,Iran,Doctorate,State-gov,,>50K,52
Male,149419,White,11,Never-married,Tech-support,Not-in-family,White,0,0,50,United-States,Assoc-voc,Private,,<=50K,38
Female,341539,White,10,Divorced,?,Not-in-family,White,0,0,30,United-States,Some-college,?,,<=50K,40
Male,185099,White,9,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,HS-grad,Private,,<=50K,39
Female,132930,White,14,Never-married,?,Not-in-family,White,0,0,50,United-States,Masters,?,,>50K,56
Male,128472,White,16,Married-civ-spouse,Prof-specialty,Husband,White,0,0,55,United-States,Doctorate,Private,,>50K,68
Male,124971,White,9,Never-married,Sales,Not-in-family,White,0,0,38,United-States,HS-grad,Private,,<=50K,24
Male,344060,White,15,Married-civ-spouse,Prof-specialty,Husband,White,0,0,50,United-States,Prof-school,Self-emp-inc,,>50K,40
Male,286750,Black,15,Married-civ-spouse,Prof-specialty,Husband,Black,0,0,99,United-States,Prof-school,Self-emp-inc,,>50K,43
Female,296999,White,13,Never-married,Exec-managerial,Not-in-family,White,0,0,70,United-States,Bachelors,Private,,<=50K,38
Male,123681,White,9,Married-civ-spouse,Sales,Husband,White,0,0,40,United-States,HS-grad,Private,,>50K,45
Male,232024,White,7,Never-married,Machine-op-inspct,Own-child,White,0,0,55,United-States,11th,Private,,<=50K,18
Male,52267,White,14,Married-civ-spouse,Exec-managerial,Husband,White,0,0,50,United-States,Masters,Local-gov,,>50K,57
Female,119182,Black,9,Separated,Other-service,Not-in-family,Black,0,0,35,United-States,HS-grad,Private,,<=50K,49
Female,191230,White,10,Never-married,Exec-managerial,Own-child,White,0,0,40,Yugoslavia,Some-college,Private,,<=50K,25
Male,23780,#NAME?,10,Divorced,Adm-clerical,Not-in-family,#NAME?,0,0,40,United-States,Some-college,Federal-gov,,<=50K,52
Male,184553,White,6,Divorced,Craft-repair,Not-in-family,White,0,0,56,United-States,10th,Private,,<=50K,56
Male,242651,White,10,Never-married,Sales,Not-in-family,White,0,0,48,United-States,Some-college,Self-emp-inc,,<=50K,26
Female,246226,White,9,Never-married,Craft-repair,Not-in-family,White,0,0,40,United-States,HS-grad,Private,,<=50K,19
Female,86745,Asian-Pac-Islander,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,0,0,40,United-States,Bachelors,Self-emp-inc,,<=50K,25
Female,106889,White,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,30,United-States,HS-grad,Private,,<=50K,25
Male,460835,White,9,Never-married,Sales,Other-relative,White,0,0,45,United-States,HS-grad,Private,,<=50K,21
Male,213140,White,4,Married-civ-spouse,Craft-repair,Husband,White,0,0,40,Italy,7th-8th,Self-emp-not-inc,,<=50K,48
Male,37070,White,14,Married-civ-spouse,Prof-specialty,Husband,White,0,0,60,Canada,Masters,State-gov,,<=50K,33
Male,93589,Other,9,Divorced,Protective-serv,Own-child,Other,0,0,40,United-States,HS-grad,State-gov,,<=50K,31
Male,213258,White,9,Divorced,Farming-fishing,Unmarried,White,0,0,65,United-States,HS-grad,Self-emp-not-inc,,<=50K,26
#NAME?,46814,White,13,Never-married,Prof-specialty,Not-in-family,White,0,0,38,United-States,Bachelors,State-gov,,<=50K,37
Female,168873,White,10,Divorced,?,Unmarried,White,0,0,30,United-States,Some-college,?,,<=50K,29
Male,284737,White,10,Never-married,Other-service,Own-child,White,0,0,20,United-States,Some-college,Private,,<=50K,20
Male,309620,Other,10,Married-civ-spouse,Sales,Husband,Other,0,0,60,?,Some-college,Private,,<=50K,28
Female,197418,White,9,Widowed,Adm-clerical,Unmarried,White,0,0,20,United-States,HS-grad,Private,,<=50K,49
Male,132737,White,6,Never-married,?,Not-in-family,White,0,0,4,United-States,10th,?,,<=50K,73
Male,185041,White,14,Married-civ-spouse,Exec-managerial,Husband,White,0,1977,40,United-States,Masters,Private,,>50K,49
Female,159604,White,10,Married-civ-spouse,Prof-specialty,Wife,White,0,0,40,United-States,Some-college,Private,,>50K,51
Male,123557,#NAME?,10,Married-civ-spouse,Sales,Husband,#NAME?,0,0,40,United-States,Some-college,Private,,<=50K,40
Female,275421,White,11,Never-married,Machine-op-inspct,Own-child,White,0,0,40,United-States,Assoc-voc,Private,,<=50K,24
Male,167147,White,8,Never-married,Sales,Own-child,White,0,0,24,United-States,12th,Private,,<=50K,18
Male,197583,Black,6,Married-civ-spouse,Transport-moving,Husband,Black,0,0,40,United-States,10th,Private,,>50K,41
Male,175109,White,9,Married-civ-spouse,Adm-clerical,Husband,White,0,1485,40,United-States,HS-grad,Private,,>50K,46
Female,117502,White,9,Married-civ-spouse,Adm-clerical,Wife,White,0,0,40,United-States,HS-grad,Private,,<=50K,46
Male,180401,White,6,Married-civ-spouse,Transport-moving,Husband,White,0,0,40,United-States,10th,Private,,>50K,64
Male,146603,#NAME?,15,Married-civ-spouse,Prof-specialty,Husband,#NAME?,0,0,40,United-States,Prof-school,Self-emp-not-inc,,>50K,50
Male,143822,White,14,Married-civ-spouse,Prof-specialty,Husband,White,0,0,36,United-States,Masters,State-gov,,>50K,53
